input,output
"['windAmount | zwakke_tot_matige', 'windDirection | zuidwestelijke']",Er staat een zwakke tot matige zuidwestelijke wind.
"['locationArea | Aan_de_kust', 'weatherFrequency | af_en_toe', 'windAmount | vrij_krachtig']",Aan de kust is de wind af en toe vrij krachtig.
"['cloudAmount | wolkenvelden', 'timePoint | Vandaag', 'timePoint | in_de_loop_van_de_middag', 'weatherFrequency | perioden', 'weatherIntensity | enkele', 'weatherOccurringChance | kans', 'weatherType | bui', 'weatherType | zonnige']","Vandaag zijn er zonnige perioden, in de loop van de middag komen er ook wolkenvelden en is er kans op een enkele bui."
"['compassDirection | zuidwesten', 'timePoint | In_de_avond', 'weatherIntensity | enkele', 'weatherOccurringChance | verder_toe', 'weatherType | (onweers)buien']",In de avond neemt van het zuidwesten uit de kans op enkele (onweers)buien verder toe.
"['gustAmount | windstoten', 'gustVelocity | 60', 'weatherOccurringChance | niet_uitgesloten']",Hierbij zijn windstoten tot 60 km/uur niet uitgesloten.
"['locationArea | in_het_oosten_van_het_land', 'locationArea | in_het_westen', 'maximumTemperature | 25°C', 'maximumTemperature | 30°C']",De maximumtemperaturen variëren tussen 25°C in het westen tot ongeveer 30°C in het oosten van het land.
"['compassDirection | zuiden', 'timePoint | aan_het_einde_van_de_ochtend', 'timePoint | vanmiddag', 'windAmount | matig', 'windChange | zuidwestelijke', 'windDirection | zuidoostelijke']",De zuidoostelijke wind is matig en draait aan het einde van de ochtend en vanmiddag van het zuiden uit naar een zuidwestelijke richting
"['cloudAmount | wisselend_bewolkt', 'locationArea | verspreid_over_het_land', 'timePoint | Komende_nacht', 'weatherIntensity | enkele', 'weatherOccurringChance | mogelijk', 'weatherType | bui', 'weatherType | onweer']","Komende nacht is het wisselend bewolkt en komt er verspreid over het land een enkele bui, mogelijk met onweer, voor."
['minimumTemperature | 15°C'],De minimumtemperatuur ligt rond 15°C.
"['locationArea | langs_de_kust', 'weatherOccurringChance | mogelijk', 'windAmount | matig', 'windAmount | vrij_krachtig', 'windDirection | zuidwestelijke']","De zuidwestelijke wind is matig, langs de kust mogelijk vrij krachtig."
"['gustAmount | windstoten', 'gustVelocity | 60', 'locationArea | in_de_kustprovincies', 'timePoint | Woensdag_overdag', 'timePoint | in_de_ochtend', 'weatherArea | lokaal', 'weatherFrequency | van_tijd_tot_tijd', 'weatherOccurringChance | kans', 'weatherType | onweer', 'weatherType | regenbuien']","Woensdag overdag komen er in de ochtend met name in de kustprovincies van tijd tot tijd regenbuien voor, lokaal met onweer en kans op windstoten tot 60 km/u."
"['cloudType | stapelwolken', 'locationArea | Elders', 'weatherFrequency | perioden', 'weatherType | zonnige']",Elders wisselen zonnige perioden en stapelwolken elkaar af.
"['locationArea | verder_landinwaarts', 'timePoint | In_de_loop_van_de_ochtend', 'weatherChange | breiden', 'weatherType | buien']",In de loop van de ochtend breiden de buien zich verder landinwaarts uit.
"['locationArea | in_het_noordwesten', 'precipitationAmount | 20-30', 'weatherArea | lokaal', 'weatherIntensity | veel', 'weatherType | regen']","Vooral in het noordwesten kan lokaal veel regen vallen, mogelijk 20-30 mm."
"['locationArea | in_het_oosten', 'locationArea | in_het_westen', 'maximumTemperature | 18°C', 'maximumTemperature | 24°C', 'weatherArea | lokaal']",De maximumtemperaturen variëren van 18°C in het westen tot lokaal 24°C in het oosten.
"['locationArea | aan_zee', 'locationArea | op_het_IJsselmeer', 'weatherOccurringChance | mogelijk', 'windAmount | krachtig', 'windAmount | matig', 'windAmount | vrij_krachtig', 'windDirection | zuidwestelijke']","De zuidwestelijke wind is matig, aan zee en op het IJsselmeer vrij krachtig en mogelijk krachtig."
"['cloudAmount | wisselend_bewolkt', 'locationArea | in_het_zuidoosten', 'weatherFrequency | af_en_toe', 'weatherOccurringChance | kans', 'weatherType | zon']","Het is wisselend bewolkt met af en toe zon maar, vooral in het zuidoosten, is er ook kans op een bui."
"['cloudAmount | bewolking', 'cloudChange | toe', 'compassDirection | zuidwesten', 'timePoint | In_de_avond']",In de avond neemt van het zuidwesten uit de bewolking toe.
"['temperatureCelsius | 9', 'timePoint | middagtemperatuur']",De middagtemperatuur wordt een graad of 9.
"['weatherFrequency | soms', 'windAmount | (vrij)_krachtige', 'windDirection | zuidwestenwind']","Het is onstuimig met een (vrij) krachtige, soms harde zuidwestenwind."
"['locationArea | Aan_de_kust', 'locationArea | boven_het_IJsselmeer', 'windAmount | hard_tot_stormachtig', 'windSpeedBft | 7_a_8']","Aan de kust en boven het IJsselmeer is de wind hard tot stormachtig, 7 a 8 Bft."
"['gustAmount | zware_windstoten', 'locationArea | In_vrijwel_het_gehele_land,_met_uitzondering_van_het_oosten_en_zuidoosten', 'locationArea | langs_de_kust']","In vrijwel het gehele land, met uitzondering van het oosten en zuidoosten, komen zware windstoten voor, tot 80 km/uur, langs de kust tot 90 km/uur."
"['cloudAmount | bewolkt', 'compassDirection | zuidwesten', 'timePoint | Komende_nacht', 'weatherType | regenen']",Komende nacht is het bewolkt en gaat het van het zuidwesten uit regenen.
['minimumTemperature | 5°C'],De minimumtemperatuur ligt tussen 5°C in het noorden en 8°C in het zuidwesten.
['windChange | zuid_tot_zuidwest'],"De wind draait naar zuid tot zuidwest en neemt af naar matig, aan de kust en boven het IJsselmeer aanvankelijk vrij krachtig, mogelijk krachtig."
"['cloudAmount | bewolkt', 'timePoint | Morgen_overdag', 'weatherFrequency | geruime_tijd', 'weatherType | regent']",Morgen overdag is het bewolkt en regent het geruime tijd.
"['compassDirection | westen', 'timePoint | Pas_in_de_loop_van_de_avond', 'weatherIntensity | wat', 'weatherType | droger']",Pas in de loop van de avond wordt het van het westen uit wat droger.
"['maximumTemperature | 10°C', 'timePoint | in_de_loop_van_de_ochtend']",De maximumtemperatuur ligt rond 10°C en deze wordt al in de loop van de ochtend bereikt.
"['windAmount | krachtig', 'windChange | van_het_zuiden_uit_naar_een_westelijke_richting']","De wind draait van het zuiden uit naar een westelijke richting en neemt boven de zuidelijke helft toe naar vrij krachtig, aan de zuidwestkust naar krachtig."
"['locationArea | Boven_het_noorden', 'windAmount | zwak_tot_matig', 'windDirection | uiteenlopende']",Boven het noorden is de wind zwak tot matig uit uiteenlopende richtingen.
"['timePoint | In_de_loop_van_de_middag', 'timePoint | in_de_avond', 'weatherOccurringChance | mogelijk', 'windChange | noordwesten']","In de loop van de middag draait de wind naar het noordwesten en wordt matig boven land en (vrij) krachtig aan de kust, in de avond in het zuidwestelijk kustgebied mogelijk hard."
"['cloudType | hoge_bewolking', 'timePoint | vandaag', 'weatherFrequency | af_en_toe', 'weatherIntensity | vrij_veel', 'weatherType | zon']",Er is vandaag vrij veel zon maar er trekt ook af en toe wat hoge bewolking over en het blijft droog.
"['maximumTemperature | 30°C', 'temperatureHotCold | tropisch_warm']",Het is tropisch warm met maximumtemperaturen die uiteenlopen van 30°C in het Waddengebied tot 36°C in het (zuid)oosten.
"['windAmount | matig', 'windDirection | zuid-_tot_zuidoostenwind']",De zuid- tot zuidoostenwind is matig.
"['compassDirection | vanaf_zee', 'locationArea | In_Zeeland', 'locationArea | in_de_westelijke_kustprovincies', 'temperatureHotCold | koelere', 'timePoint | de_komende_uren', 'windChange | noordwest_tot_noord', 'windDirection | noordelijk']","In Zeeland is de wind noordelijk, de wind draait in de westelijke kustprovincies de komende uren overal naar noordwest tot noord en er stroomt dan vanaf zee koelere lucht binnen."
"['cloudType | (lage)_bewolking', 'locationArea | kustgebieden', 'timePoint | Komende_nacht']",Komende nacht krijgen de kustgebieden met (lage) bewolking te maken.
"['locationArea | Verder_landinwaarts', 'weatherType | helder']",Verder landinwaarts is het helder.
['minimumTemperature | 15°C'],De minima lopen uiteen van 15°C langs de kust tot 20°C in Limburg.
"['windAmount | zwak_tot_matig', 'windDirection | west_tot_noordwest']",De wind komt uit west tot noordwest en is zwak tot matig.
"['cloudChange | oplost', 'cloudType | lage_bewolking', 'locationArea | in_de_kustgebieden', 'timePoint | Woensdag', 'timePoint | in_de_ochtend']",Woensdag begint de dag in de kustgebieden met lage bewolking die in de ochtend snel oplost.
"['cloudType | lage_bewolking', 'compassDirection | van_zee', 'locationArea | Aan_de_kust', 'timePoint | hele_dag']",Aan de kust kan de hele dag lage bewolking van zee binnendrijven.
['weatherType | zonnig'],Verder is het zonnig.
"['maximumTemperature | 18°C', 'weatherArea | lokaal']",De maxima lopen uiteen van 18°C vlak aan zee tot lokaal 31°C in het zuidoosten.
"['windAmount | matig', 'windDirection | noordelijk']",De wind is overwegend noordelijk en matig.
"['locationArea | op_steeds_meer_plaatsen', 'timePoint | Vannacht', 'weatherIntensity | brede', 'weatherType | mistbanken', 'weatherType | opklaringen']",Vannacht zijn er brede opklaringen en gaan er geleidelijk op steeds meer plaatsen mistbanken ontstaan.
"['locationArea | aan_zee', 'locationArea | landinwaarts', 'minimumTemperature | 5', 'minimumTemperature | rond_het_vriespunt', 'weatherArea | plaatselijk']",De minimumtemperatuur loopt uiteen van rond het vriespunt plaatselijk landinwaarts tot een graad of 5 aan zee.
"['locationArea | in_de_kustgebieden', 'locationArea | landinwaarts', 'windAmount | matig', 'windAmount | veranderlijk', 'windAmount | zwak', 'windDirection | noord-_tot_noordoostelijk']","De wind is landinwaarts zwak en veranderlijk, in de kustgebieden matig en noord- tot noordoostelijk."
"['locationArea | in_een_groot_deel_van_het_land', 'timePoint | Overdag', 'timePoint | in_de_ochtend', 'weatherChange | lossen', 'weatherFrequency | perioden', 'weatherType | mistbanken', 'weatherType | zonnige']",Overdag lossen de mistbanken in de ochtend op en zijn er in een groot deel van het land zonnige perioden.
"['cloudChange | toe', 'compassDirection | noordoosten', 'locationArea | in_de_oostelijke_helft_van_het_land', 'timePoint | In_de_loop_van_de_dag', 'timePoint | avond', 'timePoint | in_de_middag', 'weatherArea | lokaal', 'weatherIntensity | lichte', 'weatherType | regen']",In de loop van de dag neemt de bewolking van het noordoosten uit toe en in de middag en avond kan er vooral in de oostelijke helft van het land lokaal lichte regen  vallen.
"['locationArea | in_het_noorden', 'locationArea | in_het_zuidoosten', 'temperatureCelsius | 13°C', 'temperatureCelsius | 16°C', 'timePoint | middagtemperatuur']",De middagtemperatuur varieert van 13°C in het noorden tot 16°C in het zuidoosten.
"['windAmount | zwak_tot_matig', 'windDirection | noordelijke', 'windSpeedBft | 3']","De noordelijke wind is zwak tot matig, rond 3 Bft."
"['cloudAmount | bewolkt', 'timePoint | In_de_nacht_van_maandag_naar_dinsdag']",In de nacht van maandag naar dinsdag is het bewolkt.
"['minimumTemperature | 8°C', 'weatherType | droog']",Het blijft droog en de minimumtemperatuur bedraagt ongeveer 8°C.
"['windAmount | zwak_tot_matig', 'windDirection | noordelijke']",De noordelijke wind is zwak tot matig.
"['cloudAmount | veel_bewolking', 'timePoint | Dinsdag', 'timePoint | in_de_middag', 'weatherFrequency | af_en_toe', 'weatherType | zon']","Dinsdag is er eerst veel bewolking aanwezig, in de middag breekt de zon af en toe door."
"['locationArea | op_de_Wadden', 'temperatureCelsius | 10°C', 'temperatureCelsius | 17°C', 'timePoint | middagtemperatuur', 'weatherType | droog']",Het blijft wel droog en de middagtemperatuur loopt uiteen van 10°C op de Wadden tot 17°C daar waar de zon wat langer schijnt.
"['windAmount | matig', 'windDirection | noordelijk']",De wind blijft noordelijk en matig van kracht.
"['cloudAmount | half_tot_zwaar_bewolkt', 'weatherIntensity | talrijke', 'weatherOccurringChance | mogelijk', 'weatherType | buien', 'weatherType | hagel', 'weatherType | natte_sneeuw', 'weatherType | onweer']","Het is half tot zwaar bewolkt en er komen talrijke buien voor, mogelijk met hagel of natte sneeuw en onweer."
"['locationArea | in_de_zuidwestelijke_helft_van_het_land', 'timePoint | Vanmiddag', 'weatherOccurringChance | af', 'weatherType | buienkans']",Vanmiddag neemt de buienkans in de zuidwestelijke helft van het land af.
"['temperatureCelsius | 7', 'temperatureCelsius | 8°C', 'timePoint | middagtemperatuur']",De middagtemperatuur komt niet hoger dan 7 à 8°C.
"['locationArea | vrijwel_overal', 'timePoint | Vanavond', 'weatherIntensity | gedeeltelijk', 'weatherType | droog', 'weatherType | klaart']",Vanavond klaart het gedeeltelijk op en wordt het vrijwel overal droog.
"['locationArea | aan_zee', 'locationArea | in_de_kustprovincies', 'locationArea | landinwaarts', 'windAmount | (vrij)_krachtig', 'windAmount | hard_tot_stormachtig', 'windAmount | matig_tot_vrij_krachtig', 'windDirection | westelijk', 'windSpeedBft | 7_à_8']","De wind is eerst westelijk en landinwaarts matig tot vrij krachtig, in de kustprovincies (vrij) krachtig, aan zee hard tot stormachtig, 7 à 8 Bft."
"['timePoint | In_de_loop_van_de_ochtend', 'windChange | toe']",In de loop van de ochtend neemt de wind nog iets toe.
"['gustAmount | zware_windstoten', 'gustAmount | zware_windstoten', 'gustChange | breiden', 'gustVelocity | 75-80', 'locationArea | aan_zee', 'locationArea | landinwaarts', 'timePoint | begin_van_de_middag', 'timePoint | in_de_tweede_helft_van_de_ochtend']","Er komen aan zee al zware windstoten van 75-80 km'/uur voor, in de tweede helft van de ochtend en het begin van de middag breiden deze zware windstoten zich landinwaarts uit."
"['gustAmount | zware_windstoten', 'gustVelocity | 90-100', 'locationArea | In_het_noordelijk_kustgebied', 'locationArea | rondom_het_IJsselmeer', 'weatherArea | lokaal']",In het noordelijk kustgebied en rondom het IJsselmeer kunnen de zware windstoten dan lokaal snelheden van 90-100 km/uur bereiken.
"['timePoint | Vanmiddag', 'timePoint | aan_het_einde_van_de_middag', 'windChange | af', 'windChange | noordwestelijke']",Vanmiddag draait de wind naar noordwestelijke richtingen en neemt aan het einde van de middag wat af.
"['timePoint | Vanavond', 'windAmount | matig', 'windChange | af', 'windDirection | westelijk']",Vanavond neemt de wind af naar matig en wordt de wind weer westelijk.
"['cloudChange | toe', 'compassDirection | westen', 'locationArea | langs_de_westkust', 'timePoint | Komende_nacht', 'timePoint | in_de_nanacht', 'weatherType | regenen']",Komende nacht neemt de bewolking vanuit het westen weer toe en in de nanacht gaat het langs de westkust regenen.
"['locationArea | langs_de_kust', 'timePoint | later', 'windAmount | (vrij)_krachtig', 'windAmount | matig', 'windChange | toe', 'windChange | zuid_tot_zuidwest']","De wind draait naar zuid tot zuidwest en is matig, langs de kust neemt de wind later toe naar (vrij) krachtig."
"['locationArea | in_het_oosten', 'locationArea | vlak_aan_zee', 'minimumTemperature | 1°C', 'minimumTemperature | 5°C']","De minimumtemperatuur wordt 5°C vlak aan zee, rond 1°C in het oosten."
"['cloudAmount | overwegend_bewolkt', 'timePoint | Dinsdag', 'weatherFrequency | af_en_toe', 'weatherIntensity | lichte', 'weatherType | regen']",Dinsdag is het overwegend bewolkt en af en toe valt er wat lichte regen.
"['compassDirection | westen', 'timePoint | Aan_het_eind_van_de_middag', 'weatherChange | harder', 'weatherType | regenen']",Aan het eind van de middag gaat het van het westen uit harder regenen.
