input,output
"['chanceForName | De_Leeuw', 'chanceForType | schot', 'goalkeeperName | Begois']",Met de punt van zijn voet pareerde Begois een schot van De Leeuw.
"['coachName | Jans', 'matchTime | na_rust', 'positionOfPlayer | middenvelder', 'substituteName | Becker']",Jans greep in en bracht Becker en middenvelder Wouter Marinus na rust in het veld.
"['chanceForName | Marinus', 'goalkeeperName | Sergio_Padt', 'positionOfPlayer | doelman']","De twee nieuwelingen kregen beiden direct een grote kans, maar Marinus stuitte op doelman Sergio Padt en Becker schoot de bal in het zijnet."
"['chanceForName | Bram_van_Polen', 'chanceForType | kopbal', 'matchTime | in_de_slotfase']","Spannend werd het niet meer, ook omdat een kansrijke kopbal van Bram van Polen in de slotfase op de lat belandde."
"['hasLostTeam | NEC', 'homeAway | thuis', 'matchDate | zaterdagavond', 'stadiumPlayed | De_Goffert']",NEC is zaterdagavond thuis in De Goffert lelijk onderuit gegaan.
"['finalScore | 1-2', 'hasWonTeam | Go_Ahead_Eagles', 'teamName | Nijmeegse', 'teamStandings | onderaan']","De Nijmeegse ploeg verloor met 1-2 van Go Ahead Eagles, dat al enige tijd onderaan de eredivisie bungelt."
"['goalName | Elvis_Manu', 'goalScore | op_voorsprong', 'matchTime | in_de_elfde_minuut', 'teamName | Go_Ahead']",Go Ahead kwam op voorsprong door een doelpunt van Elvis Manu in de elfde minuut.
"['goalName | Manu', 'goalType | te_slalommen_en_de_bal_in_de_hoek_te_schieten', 'teamName | Nijmeegse']",Manu wist door de Nijmeegse verdediging te slalommen en de bal in de hoek te schieten.
"['goalName | Jarchinio_Antonia', 'goalScore | 0-2', 'matchTime | Dertien_minuten_later', 'positionOfPlayer | aanvaller']",Dertien minuten later maakte aanvaller Jarchinio Antonia reeds de 0-2.
"['teamName | Deventerse', 'teamName | NEC']","NEC probeerde de hele wedstrijd nog met man en macht terug te komen, maar slaagde er nauwelijks in door de verdediging van het Deventerse elftal te komen."
"['matchTime | in_de_62e_minuut', 'redCardName | Manu', 'teamName | NEC']","Zelfs nadat doelpuntenmaker Manu in de 62e minuut met een rode kaart van het veld af werd gestuurd, wist NEC de vele kansen niet te benutten."
['twiceYellowName | Manu'],Manu kreeg tweemaal geel voor onsportief spel: het wegtrappen van de bal en een schwalbe.
"['goalName | Jay-Roy_Grot', 'goalScore | de_nul', 'matchTime | diep_in_de_blessuretijd', 'teamName | NEC']",Pas diep in de blessuretijd lukte het Jay-Roy Grot de nul voor NEC van het bord te spelen.
"['finalScore | 0-1', 'hasLostTeam | Feyenoord', 'hasWonTeam | Eagles', 'matchDate | zaterdagavond']","De laatste uitzege van de Eagles in de eredivisie was vóór zaterdagavond al bijna twee jaar geleden, toen de ploeg op 19 april 2015 met 0-1 won van Feyenoord."
"['hasWonTeam | Go_Ahead', 'matchDate | zaterdagavond', 'teamName | Roda_JC', 'teamStandings | zeventien']","Dankzij de overwinning van zaterdagavond staat Go Ahead nu qua puntenaantal gelijk met de nummer zeventien uit de eredivisie, Roda JC, dat wel een beter doelsaldo heeft."
"['matchDate | morgen', 'teamName | Kerkrade']",De ploeg uit Kerkrade moet morgen nog in actie komen tegen Ajax.
"['hasWonTeam | FC_Groningen', 'numberOfPoints | drie']",FC Groningen heeft haar eerste drie punten van dit seizoen in de wacht gesleept.
"['hasLostTeam | Excelsior', 'hasWonTeam | noorderlingen', 'homeAway | Op_eigen_veld']","Op eigen veld wisten de noorderlingen niet te imponeren tegen Excelsior, maar desondanks bleven de punten in het noorden."
['playerName | Mimoun_Mahi'],"Een hoofdrol was weggelegd voor Mimoun Mahi, die op de bank begon."
"['coachName | Erwin_van_de_Looi', 'goalScore | 0-0', 'matchTime | in_de_tweede_helft', 'teamName | Groningen-trainer']","Een lange tijd bleef het 0-0, totdat Groningen-trainer Erwin van de Looi in de tweede helft besloot in te grijpen."
['substituteName | Albert_Rusnak'],Albert Rusnak werd naar de kant gehaald en was het daar beduidend niet mee eens.
['playerName | Mahi'],"Mahi, zijn vervanger, was zowat koud in het veld, toen hij een vrije trap opeiste."
"['chanceForName | Michael_de_Leeuw', 'chanceForType | kopbal', 'goalType | in_de_korte_hoek', 'goalkeeperName | Filip_Kurto', 'matchTime | in_de_eerste_helft']","Hij was Filip Kurto, die in de eerste helft een fraaie redding maakte op een kopbal van Michael de Leeuw, in de korte hoek de baas."
"['goalName | Mahi', 'goalScore | gelijkmaker', 'hasScored | True', 'matchTime | vijf_minuten_voor_tijd', 'teamName | Rotterdammers']","De Rotterdammers gingen op zoek naar de gelijkmaker, maar in plaats daarvan was het Mahi die vijf minuten voor tijd weer van zich liet horen."
"['assistName | Bryan_Linssen', 'goalName | Mahi', 'goalType | kapte_naar_binnen_en_schoot_de_bal_laag_binnen']","Bryan Linssen gaf de bal af, Mahi kapte naar binnen en schoot de bal laag binnen."
"['hasLostTeam | Willem_II', 'hasWonTeam | PSV', 'matchDate | zaterdagavond']",PSV heeft zaterdagavond met bijzonder veel moeite gewonnen van Willem II.
"['finalScore | 2-0', 'stadiumPlayed | Eindhoven']",Het spectaculaire duel in Eindhoven eindigde in 2-0.
"['goalScore | opende_de_score', 'matchTime | binnen_een_uur', 'teamName | PSV', 'twiceYellowName | Santiago_Arias']",PSV opende de score pas nadat Santiago Arias binnen een uur met twee gele kaarten van het veld was gestuurd.
"['goalName | Luuk_de_Jong', 'goalName | Marco_van_Ginkel', 'goalScore | openingstreffer', 'goalType | strafschop', 'teamName | thuisploeg']","Marco van Ginkel bezorgde de thuisploeg de bevrijdende openingstreffer, Luuk de Jong mocht de zege veiligstellen uit een strafschop."
"['coachName | Phillip_Cocu', 'teamName | Ajax']",De ploeg van trainer Phillip Cocu blijft door de zege in het spoor van Ajax in de strijd om de landstitel.
"['numberOfPoints | twee', 'teamName | Amsterdammers']","Het verschil blijft twee punten, in het voordeel van de Amsterdammers."
"['hasLostTeam | Willem_II', 'matchStreakNumber | vijfde', 'matchStreakType | nederlaag']",Voor Willem II was het de vijfde nederlaag op rij.
"['hasLostTeam | Excelsior', 'hasWonTeam | Heracles_Almelo', 'homeAway | thuiswedstrijd', 'teamName | Tilburgers']",De Tilburgers profiteerden in strijd tegen de dreigende nacompetitie niet van het verlies van Excelsior in de thuiswedstrijd tegen Heracles Almelo.
"['hasLostTeam | Roda_JC', 'hasWonTeam | Vitesse', 'homeAway | In_eigen_huis']",In eigen huis heeft Roda JC verloren van Vitesse.
"['coachName | Henk_Fraser', 'finalScore | 0-1']",De ploeg van trainer Henk Fraser won met 0-1.
['teamName | Roda'],"Roda startte goed aan de wedstrijd, maar daarna werd er weinig meer gecreëerd."
"['assistName | Roel_Brouwers', 'assistType | per_ongeluk_verlengd', 'goalName | Lewis_Baker', 'goalScore | voorsprong', 'matchTime | Na_22_minuten', 'teamName | Vitesse']","Na 22 minuten was er de voorsprong voor Vitesse: een lange pass werd per ongeluk verlengd door Roel Brouwers, waarna Lewis Baker kon binnenschuiven."
"['chanceForName | Mikhail_Rosheuvel', 'goalScore | gelijkmaker', 'goalkeeperName | Eloy_Room', 'matchTime | Vlak_na_rust', 'positionOfPlayer | doelman']","Vlak na rust was er een kans op de gelijkmaker, maar Mikhail Rosheuvel wist doelman Eloy Room niet te passeren."
"['matchTime | In_het_laatste_halfuur', 'teamName | Limburgers']",In het laatste halfuur waren het de Limburgers die het spel maakten.
"['chanceForName | Nestoras_Mydtidis', 'chanceForType | paal_stond_in_de_weg', 'teamName | Roda']","Nestoras Mydtidis kreeg dé kans om een punt binnen te slepen voor Roda, maar de paal stond in de weg."
['hasWonTeam | PEC_Zwolle'],De eerste IJsselderby van dit seizoen is gewonnen door PEC Zwolle.
"['coachName | Ron_Jans', 'finalScore | 3-1', 'hasLostTeam | Go_Ahead_Eagles']",De ploeg van trainer Ron Jans klopte rivaal Go Ahead Eagles op eigen veld met 3-1.
"['hasWonTeam | PEC', 'matchTime | vlak_voor_tijd', 'redCardName | Sander_Fischer']","PEC stelde pas vlak voor tijd de zege in het matige duel veilig, nadat Sander Fischer met rood naar de kant moest."
"['goalName | Queensy\xa0Menig', 'goalScore | 1-0', 'matchTime | na_twee_minuten', 'teamName | PEC']",PEC begon flitsend en Queensy Menig had na twee minuten al de 1-0 op zijn naam staan.
"['assistName | Bram_van_Polen', 'assistType | pass', 'goalkeeperName | Theo\xa0Zwarthoed', 'positionOfPlayer | aanvaller']","De behendige aanvaller liftte de bal met veel gevoel over doelman Theo Zwarthoed heen, na een fraaie pass van Bram van Polen."
"['chanceForName | Youness\xa0Mokhtar', 'goalType | raakte', 'matchTime | vlak_daarna']",Youness Mokhtar raakte vlak daarna de lat.
"['matchTime | Na_die_goede_openingsfase', 'teamName | PEC']",Na die goede openingsfase daalde het niveau en PEC raakte de grip op de wedstrijd langzamerhand kwijt.
"['assistName | Van_Polen', 'matchTime | Op_slag_van_rust']","Op slag van rust was Van Polen opnieuw aangever, maar nu aan de verkeerde kant."
"['goalName | Fischer', 'goalScore | 1-1', 'goalType | halve_omhaal', 'positionOfPlayer | verdediger', 'teamName | PEC']","De verdediger van PEC kreeg de bal ongelukkig op zijn schouder, waarna Fischer met een halve omhaal de 1-1 liet aantekenen."
"['matchTime | In_de_tweede_helft', 'teamName | Go_Ahead']",In de tweede helft leek Go Ahead wat meer van zich af te bijten.
"['chanceForName | Marcel_Ritzmaier', 'chanceForType | vrije_trap', 'goalName | Mustafa_Saymak', 'goalScore | 2-1', 'goalType | legde_de_bal_uitstekend_in_de_bovenhoek', 'goalkeeperName | Mickey_van_der_Hart', 'matchTime | minuut_later', 'playerNationality | Deventenaar']","Marcel Ritzmaier verraste Mickey van der Hart bijna door een vrije trap ineens op doel te schieten, maar de bal belandde op de lat. Een minuut later mocht aan de andere kant Mustafa Saymak, nota bene Deventenaar, vrij schieten en hij legde de bal uitstekend in de bovenhoek: 2-1."
"['goalScore | tweede_gelijkmaker', 'teamName | Go_Ahead']",Met de moed der wanhoop ging Go Ahead op zoek naar een tweede gelijkmaker.
"['chanceForName | Kevin_Brands', 'goalkeeperName | Van_der_Hart']","Die viel nog bijna toen Kevin Brands hard uithaalde, maar Van der Hart keerde de bal en had ook op de rebound van Kenny Teijsse een antwoord."
"['matchTime | In_de_slotfase', 'teamName | Go_Ahead']",In de slotfase moest Go Ahead met tien man verder.
"['tackleGiverName | Fischer', 'tackleRecipientName | Anass_Achahbar']",Fischer trok de doorgebroken Anass Achahbar aan zijn arm.
"['positionOfPlayer | spits', 'redCardName | Fischer', 'refereeName | Serdar_Gözübüyük', 'tackleRecipientName | Achahbar', 'teamName | Zwolle']","De spits liep door, maar toen arbiter Serdar Gözübüyük zag dat Achahbar geen voordeel had, floot hij alsnog, stuurde Fischer van het veld en gaf Zwolle een vrije trap."
"['goalName | Danny_Holla', 'goalType | schoot']",Danny Holla schoot die zuiver binnen.
"['hasWonTeam | AZ', 'matchDate | zaterdag', 'matchStreakNumber | vierde', 'matchStreakType | gewonnen']",AZ heeft zaterdag ook de vierde wedstrijd na de winterstop gewonnen.
"['finalScore | 3-0', 'hasLostTeam | NEC', 'hasWonTeam | Alkmaarders', 'stadiumPlayed | Nijmegen']",De Alkmaarders waren in Nijmegen met liefst 3-0 te sterk voor het gepromoveerde NEC.
"['numberOfPoints | vijf', 'teamName | Feyenoord', 'teamStandings | drie']","Bovendien is het gat met nummer drie Feyenoord nog maar vijf punten, waardoor plaatsing voor Europees voetbal ineens weer een stuk dichterbij is."
"['matchStreakNumber | drie', 'matchStreakType | geen_doelpunt_tegen_gekregen', 'teamName | Nijmeegse']",De Nijmeegse defensie had in de eerste drie wedstrijden na de winterstop nog geen doelpunt tegen gekregen.
"['hasScored | True', 'matchTime | na_een_halve_minuut', 'teamName | AZ']",Tegen AZ lag de bal er al na een halve minuut echter al in.
"['assistName | Dabney_dos_Santos', 'assistType | fraaie_passeeractie', 'goalName | Markus_Henriksen', 'goalScore | 0-1', 'goalkeeperName | Brad_Jones', 'playerNationality | Australiër', 'positionOfPlayer | Doelman']","Doelman Brad Jones was kansloos op een inzet van Markus Henriksen, die na een fraaie passeeractie van Dabney dos Santos helemaal vrij voor de Australiër opdook: 0-1."
"['goalScore | tweede_keer', 'goalType | scherpe_aanval', 'goalkeeperName | Jones', 'hasScored | True', 'matchTime | Nog_binnen_het_kwartier', 'teamName | Alkmaarders']","Nog binnen het kwartier was Jones voor de tweede keer gepasseerd, wederom na een scherpe aanval van de Alkmaarders."
"['assistName | Henriksen', 'assistType | legde', 'goalName | Alireza_Jahanbakhsh']",Nu legde Henriksen de bal breed en was Alireza Jahanbakhsh de man die mocht scoren.
"['numberOfSeasonGoals | eerste', 'playerNationality | Iraniër']",Het was pas de eerste treffer van de Iraniër van dit seizoen.
['teamName | Nijmeegse'],Hij speelde vorig jaar nog voor de Nijmeegse formatie.
"['goalScore | 4-0', 'teamName | NEC']",NEC mocht de handen dichtknijpen dat de ploeg op dat moment niet al met 4-0 achterstond.
['teamName | AZ'],"AZ creëerde kans op kans, maar bleek niet elke keer even scherp in de afronding."
"['coachName | Ernest_Faber', 'substituteName | Mohamed_Rayhi', 'teamName | NEC-trainer']","NEC-trainer Ernest Faber greep al snel in, door vleugelspits Mohamed Rayhi naar de kant te halen voor middenvelder Marcel Ritzmaier."
['teamName | NEC'],De wissel bracht meer balans in het duel en NEC kwam er zelfs een aantal keren gevaarlijk uit.
"['goalkeeperName | Sergio_Rochet', 'positionOfPlayer | Doelman', 'teamName | AZ']",Doelman Sergio Rochet van AZ kwam echter amper in de problemen.
"['matchTime | na_rust', 'teamName | AZ']",Ook na rust had AZ niet veel te vrezen van NEC.
"['playerName | Vincent_Janssen', 'teamName | Alkmaarders']","Omdat ook de Alkmaarders er voorin amper in slaagden om hun topschutter Vincent Janssen te bereiken, kabbelde het duel rustig verder."
"['goalName | Levi_Garcia', 'goalScore | 3-0', 'matchTime | na_zeventig_minuten']","Aan die patstelling kwam na zeventig minuten een einde, toen Levi Garcia voor de 3-0 zorgde."
"['assistName | Ridgeciano_Haps', 'assistType | zette_vanaf_de_achterlijn_voor', 'goalName | Garcia', 'goalType | de_bal_binnen_tikte', 'positionOfPlayer | Linksback']","Linksback Ridgeciano Haps zette vanaf de achterlijn voor, waarna de net ingevallen Garcia de bal binnen tikte."
"['homeAway | op_bezoek', 'matchDate | zaterdagavond', 'teamName | PEC_Zwolle', 'teamName | Sparta_Rotterdam']",Sparta Rotterdam ging zaterdagavond op bezoek bij PEC Zwolle.
"['matchStreakNumber | eerst', 'matchStreakType | overwinning', 'teamName | Rotterdammers']",Voor het eerst in zes jaar tijd boekten de Rotterdammers - die dit jaar promoveerden uit de Jupiler League - weer een overwinning in de eredivisie.
"['finalScore | 3-1', 'hasLostTeam | PEC_Zwolle']",PEC Zwolle werd met 3-1 op de knieën gedwongen.
"['hasTiedTeam | PEC_Zwolle', 'hasTiedTeam | SC_Cambuur']",PEC Zwolle heeft een zeker lijkende zege op SC Cambuur uit handen gegeven.
"['coachName | Ron_Jans', 'finalScore | 2-2', 'goalScore | 2-0', 'matchTime | twintig_minuten_voor_tijd']","De ploeg van Ron Jans stond twintig minuten voor tijd nog met 2-0 voor, maar kon de wedstrijd niet over de streep trekken (2-2)."
"['teamName | Cambuur', 'teamName | PEC']","PEC en Cambuur, respectievelijk de nummer zes en twaalf van vorig seizoen, maakten er een leuke wedstrijd van voor de neutrale kijker."
"['goalName | Dirk_Marcellis', 'matchTime | 31ste_minuut']",Voor Dirk Marcellis was de 31ste minuut van de wedstrijd bijzonder.
['numberOfSeasonGoals | eerst'],Voor het eerst in zijn loopbaan maakte hij een doelpunt in de Eredivisie.
"['assistName | Lars_Veldwijk', 'positionOfPlayer | verdediger', 'teamName | NAC_Breda']","Dat deed de verdediger, die overkwam van NAC Breda, op aangeven van de nieuwe spits Lars Veldwijk."
"['goalName | Marcellis', 'goalScore | 1-0', 'goalType | schoot_uitstekend_en_hoog_in']",Marcellis schoot uitstekend en hoog in (1-0).
"['goalName | Sheraldo_Becker', 'goalScore | 2-0', 'goalType | op_prachtige_wijze', 'matchTime | twee_minuten_later']",Sheraldo Becker maakte er twee minuten later op prachtige wijze 2-0 van.
"['coachName | Henk_de_Jong', 'goalName | Erik_Bakker', 'matchTime | twintig_minuten_voor_tijd']",Erik Bakker bracht namens de ploeg van Henk de Jong twintig minuten voor tijd de spanning terug.
"['goalScore | 2-2', 'teamName | PEC-defensie']",Via een schitterende aanval door het hart van de PEC-defensie werd het ook nog 2-2.
['goalName | Sjoerd_Overgoor'],Sjoerd Overgoor was de maker.
['teamName | Cambuur'],Met dat resultaat zal Cambuur vermoedelijk meer tevreden zijn dan de Zwolse gastheren.
"['finalScore | 2-0', 'hasLostTeam | NEC', 'hasWonTeam | AZ', 'teamStandings | zesde']",AZ is dankzij een 2-0 zege op NEC opgeklommen naar de zesde plek in de Eredivisie.
"['goalName | Alireza_Jahanbakhsh', 'goalName | Dabney_dos_Santos', 'matchTime | voor_rust', 'stadiumPlayed | Alkmaar']",Dabney dos Santos (voor rust) en Alireza Jahanbakhsh (na rust) tekenden in Alkmaar voor de doelpunten.
